community_unit,dive_id,n_frames,frames_present,dive_prevalence,mean_taxon_cover_percent,lat,long
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-016,18,0,0,0,74.937222,-19.797778
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-021,15,0,0,0,73.725,-24.051944
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-022,3,0,0,0,73.360833,-25.301111
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-025,14,0,0,0,73.328611,-26.524167
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-026,20,0,0,0,72.426111,-24.870556
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-028,40,0,0,0,70.468056,-21.981944
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-002,42,25,0.5952380952380952,4.536276787122736,72.9571,-24.81585
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-003,39,26,0.6666666666666666,2.41131517483222,72.957083,-24.8051
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-004,39,1,0.02564102564102564,0.02913752913752915,72.778611,-22.990556
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-005,16,0,0,0,72.734683,-22.989967
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-007,26,6,0.23076923076923078,0.35865189023549227,72.715617,-22.824317
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-009,7,0,0,0,74.316733,-22.204767
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-010,5,0,0,0,74.315883,-22.03875
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-011,53,0,0,0,74.0932,-21.253383
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-012,11,1,0.09090909090909091,0.23923444976076555,74.503917,-18.741783
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-015,65,30,0.46153846153846156,1.3355623867116202,74.865,-19.652778
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-016,18,1,0.05555555555555555,0.0841750841750842,74.937222,-19.797778
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-018,1,1,1,58.88888888888889,73.117778,-22.7225
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-021,15,0,0,0,73.725,-24.051944
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-022,3,0,0,0,73.360833,-25.301111
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-025,14,0,0,0,73.328611,-26.524167
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-026,20,0,0,0,72.426111,-24.870556
Tunicate_ascidian_unstalked_solitary,2025-09-sa-fr01-028,40,9,0.225,0.45190791032749494,70.468056,-21.981944
Worm_annelida_tube,2025-09-sa-fr01-002,42,3,0.07142857142857142,0.10970744577622649,72.9571,-24.81585
Worm_annelida_tube,2025-09-sa-fr01-003,39,9,0.23076923076923078,0.3019498939374657,72.957083,-24.8051
Worm_annelida_tube,2025-09-sa-fr01-004,39,10,0.2564102564102564,0.3766354175861444,72.778611,-22.990556
Worm_annelida_tube,2025-09-sa-fr01-005,16,1,0.0625,0.1436781609195402,72.734683,-22.989967
Worm_annelida_tube,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Worm_annelida_tube,2025-09-sa-fr01-007,26,21,0.8076923076923077,2.431509826089317,72.715617,-22.824317
Worm_annelida_tube,2025-09-sa-fr01-009,7,1,0.14285714285714285,0.4559270516717325,74.316733,-22.204767
Worm_annelida_tube,2025-09-sa-fr01-010,5,0,0,0,74.315883,-22.03875
Worm_annelida_tube,2025-09-sa-fr01-011,53,23,0.4339622641509434,1.0407446203282746,74.0932,-21.253383
Worm_annelida_tube,2025-09-sa-fr01-012,11,3,0.2727272727272727,1.1431923238548818,74.503917,-18.741783
Worm_annelida_tube,2025-09-sa-fr01-015,65,16,0.24615384615384617,0.421849884171109,74.865,-19.652778
Worm_annelida_tube,2025-09-sa-fr01-016,18,7,0.3888888888888889,0.906184643812781,74.937222,-19.797778
Worm_annelida_tube,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Worm_annelida_tube,2025-09-sa-fr01-021,15,2,0.13333333333333333,0.1905150711029462,73.725,-24.051944
Worm_annelida_tube,2025-09-sa-fr01-022,3,2,0.6666666666666666,2.340534979423868,73.360833,-25.301111
Worm_annelida_tube,2025-09-sa-fr01-025,14,12,0.8571428571428571,4.991747699942339,73.328611,-26.524167
Worm_annelida_tube,2025-09-sa-fr01-026,20,12,0.6,3.1705329073927904,72.426111,-24.870556
Worm_annelida_tube,2025-09-sa-fr01-028,40,35,0.875,2.912843857716853,70.468056,-21.981944
