community_unit,predictor,response_type,analysis_method,effect_scope,n,n_dives,frames_present,frames_absent,estimate,std_error,edf,statistic,p_value,deviance_explained,model_r_squared,p_adjusted_within_model_family,p_adjust_family
Mollusc_bivalvia_burrowingclam,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,97,82,NA,NA,1.7731286577760006,58.905863976086124,0.031673326934147594,0.3639963139804381,0.40186415827868427,0.13680621484613464,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Mollusc_bivalvia_burrowingclam,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,97,82,0.3900653121548104,0.13004419775151807,NA,2.9994826289760934,0.0031074437969112146,0.5061014060030536,0.46836633498216873,0.018644662781467286,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Coral_hydrocoral_branching,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,78,101,-0.011950636656872158,0.021807993655687963,NA,-0.5479934030407787,0.5836964325870685,0.20781499709431717,0.24243002729383434,0.6887433416296391,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Coral_hydrocoral_branching,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,78,101,NA,NA,1.278684493220004e-4,3.7563257505188795e-5,0.6115641035315752,0.20632156838486682,0.24458942185756327,0.6671608402162638,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Coral_hydrocoral_branching,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,78,101,0.011843350118878033,0.011450875399110563,NA,1.0342746476656235,0.3024651547237361,0.41312536381383047,0.23241596568139622,0.7156102722686049,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Coral_hydrocoral_branching,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,78,101,-0.27134321129792577,0.40882220547619386,NA,-0.6637193568824538,0.506869947992463,0.20928634571703478,0.24015109824219993,0.552949034173596,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Coral_hydrocoral_branching,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,78,101,NA,NA,1.0683889697980531e-4,4.287023442527684e-5,0.5656640293571398,0.20632162263202278,0.24458925362990536,0.6170880320259706,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Coral_hydrocoral_branching,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,78,101,0.17647141298650743,0.22896206603871505,NA,0.7707451982751937,0.4419193615950153,0.4106492449760939,0.22910613926764678,0.5892258154600204,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Worm_annelida_tube,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,71,108,-0.018459976354668395,0.026544833501773942,NA,-0.695426337989076,0.48678815954650695,0.35924368908003457,0.4198333289158034,0.6887433416296391,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Worm_annelida_tube,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,71,108,NA,NA,2.2311198513922807e-4,1.2834355323718198e-4,0.45650905014626475,0.3567203957076079,0.42074432835632924,0.6125880202551713,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Worm_annelida_tube,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,71,108,2.8684368395259183e-4,0.00867176008251732,NA,0.03307790820122922,0.9736509297213023,0.4915835721057096,0.3399513048388487,0.9736509297213023,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Worm_annelida_tube,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,71,108,-0.8413340557220821,0.8830298711221797,NA,-0.9527809683865968,0.34070105897954195,0.3645412941374792,0.4227378706776146,0.5517608240491689,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Worm_annelida_tube,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,71,108,NA,NA,2.2189880973956592e-4,1.7490371012731049e-4,0.3854181944648295,0.3567207699927858,0.4207443921597217,0.47429819774425597,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Worm_annelida_tube,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,71,108,-0.06023691432324451,0.26673370079965103,NA,-0.22583165960153512,0.8216012954101168,0.4918092015937105,0.33965139317158544,0.8216012954101168,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Sponge_true_demospongiae_crust_encrusting,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,78,101,0.028173921736670424,0.02900760089254882,NA,0.9712599756537417,0.33141883437681435,0.5577251012878006,0.6139004226807542,0.6628376687536287,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Sponge_true_demospongiae_crust_encrusting,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,78,101,NA,NA,7.098241270189724e-4,6.477256444025437e-4,0.3406683364595884,0.5530754626376984,0.6139140556616054,0.5840028625021515,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Sponge_true_demospongiae_crust_encrusting,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,78,101,-0.002017292400788124,0.007007730157033083,NA,-0.28786673510302524,0.7737965174329451,0.687029884547331,0.5198788541501594,0.9736509297213023,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Sponge_true_demospongiae_crust_encrusting,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,78,101,-0.10733154029302486,0.28761893355829765,NA,-0.3731727218551478,0.7090198969778869,0.5537194178592766,0.6124895006530611,0.7090198969778869,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Sponge_true_demospongiae_crust_encrusting,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,78,101,NA,NA,3.814662060971264e-5,4.914723301912433e-6,0.7982853219889975,0.5530702218602574,0.613912186108155,0.7982853219889975,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Sponge_true_demospongiae_crust_encrusting,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,78,101,-0.08701220311394388,0.21864405455838898,NA,-0.39796281353128327,0.6911528122637778,0.687248629854582,0.5224928810842077,0.7539848861059394,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Tunicate_ascidian_unstalked_solitary,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,62,117,0.10004172086377419,0.04595037100679414,NA,2.1771689471012587,0.029467964301456213,0.3266743806743948,0.34095773035106614,0.3536155716174746,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Tunicate_ascidian_unstalked_solitary,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,62,117,NA,NA,1.2013474996446951,7.723530213153581,0.2240513366157344,0.3267311352913927,0.3418355296915436,0.5426741404957693,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Tunicate_ascidian_unstalked_solitary,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,62,117,0.06682892205869531,0.028780285986298275,NA,2.3220381510632397,0.021402297873279248,0.45390957560458356,0.2924631373314408,0.08560919149311699,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Tunicate_ascidian_unstalked_solitary,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,62,117,-6.932946116228988,3.042752459542388,NA,-2.278511383496396,0.02269612705067219,0.3640564992931633,0.38400219897927645,0.2723535246080663,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Tunicate_ascidian_unstalked_solitary,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,62,117,NA,NA,0.8765824056108217,1438.8268911238779,0.024265113575173802,0.35841963540555843,0.3783567465868677,0.13680621484613464,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Tunicate_ascidian_unstalked_solitary,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,62,117,-2.5222430649718994,1.88598153607664,NA,-1.3373636044278876,0.18286716530839023,0.4795631350959524,0.29683867258075236,0.5892258154600204,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Macroalgae_encrusting_red_calcareous,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,69,110,0.011052921795544766,0.024294000079810026,NA,0.4549650843514444,0.6491343582043871,0.5088295475681301,0.528472874670755,0.6887433416296391,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Macroalgae_encrusting_red_calcareous,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,69,110,NA,NA,5.8873335659304425e-5,1.2110075418275555e-5,0.680242783212933,0.5078764917045684,0.5285305197363106,0.680242783212933,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Macroalgae_encrusting_red_calcareous,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,69,110,-0.028227881451206898,0.011977525920969588,NA,-2.3567372458603564,0.01956281266416231,0.7026631326764704,0.6676045176100946,0.08560919149311699,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Macroalgae_encrusting_red_calcareous,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,69,110,-0.3356308421748294,0.3170852126313258,NA,-1.0584878411377279,0.28983309114713807,0.5142114442234919,0.5331974436710316,0.5517608240491689,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Macroalgae_encrusting_red_calcareous,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,69,110,NA,NA,0.276408449972675,0.3552305151181406,0.28171760179386296,0.5103841053687563,0.5311975668505647,0.42257640269079444,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Macroalgae_encrusting_red_calcareous,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,69,110,-0.2476683342574496,0.28839677421119075,NA,-0.8587763678524503,0.39166020167901994,0.689397371935718,0.5979321386062567,0.5892258154600204,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Echinoderm_crinoid_unstalked,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,46,133,0.058582037854969016,0.04914771331198858,NA,1.1919585654594254,0.23327749239834072,0.3234890317529959,0.2850111295869119,0.6628376687536287,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Echinoderm_crinoid_unstalked,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,46,133,NA,NA,2.0007769922176553,296.524782274269,0.08273245511326777,0.36325268965358587,0.3286588507419541,0.4963947306796066,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Echinoderm_crinoid_unstalked,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,46,133,0.03888520454477723,0.03837465184248066,NA,1.0133044256503558,0.3123371071457692,0.3331072309578149,0.12129453139840474,0.7156102722686049,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Echinoderm_crinoid_unstalked,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,46,133,-1.32219380021696,1.4682465865111556,NA,-0.9005257103023505,0.36784054936611266,0.33026527969887265,0.2912562041061074,0.5517608240491689,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Echinoderm_crinoid_unstalked,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,46,133,NA,NA,0.8673582567109539,49.74271617073168,0.20017704223915633,0.32903435657723173,0.2923296619439062,0.40035408447831267,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Echinoderm_crinoid_unstalked,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,46,133,-1.0761634408899807,1.1649860939039403,NA,-0.9237564693014408,0.3569060526285631,0.3472256738010176,0.13399716017626262,0.5892258154600204,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Anemone_true_other,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,15,164,0.04491593344735733,0.031073147899389274,NA,1.4454902861077725,0.14832021956181524,0.3952629279311221,0.291548207227206,0.6628376687536287,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Anemone_true_other,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,15,164,NA,NA,0.6557451245367447,1.5173788115630473,0.15663979811348683,0.39105948880382335,0.2861467625426124,0.5426741404957693,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Anemone_true_other,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,15,164,-8.596745670731344e-4,0.011753155224137023,NA,-0.0731441515643095,0.9417764590691338,0.5935548170067995,0.2286612955150953,0.9736509297213023,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Anemone_true_other,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,15,164,0.5041235345204816,0.5020989323071008,NA,1.004032277471848,0.31536305591492275,0.3842585702419682,0.2669712817645624,0.5517608240491689,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Anemone_true_other,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,15,164,NA,NA,0.13996676420865767,0.16986513484292806,0.26877076803958677,0.37469927161282857,0.2576759461184728,0.42257640269079444,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Anemone_true_other,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,15,164,-0.3478079958233869,0.4433565621932296,NA,-0.7844882099022604,0.43383361106242924,0.597636275927169,0.23382437585024574,0.5892258154600204,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Bryozoan_hard_branching,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,28,151,-0.015902611053577768,0.027081570435666467,NA,-0.5872115537522155,0.5570616336938955,0.38164273042753943,0.36249157976631485,0.6887433416296391,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Bryozoan_hard_branching,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,28,151,NA,NA,1.3964347942334342e-4,7.69877109243923e-5,0.46584125245224406,0.3794835190207938,0.3627392592008878,0.6125880202551713,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Bryozoan_hard_branching,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,28,151,-0.02275449167394261,0.024678693764873853,NA,-0.9220298242174374,0.3578051361343024,0.5285766073442815,0.34552961883213873,0.7156102722686049,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Bryozoan_hard_branching,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,28,151,-1.9844656555459983,1.4730785991799007,NA,-1.3471553090587287,0.17793021799973893,0.3997096984033581,0.3777048552942748,0.5337906539992168,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Bryozoan_hard_branching,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,28,151,NA,NA,0.7510059866593057,24.774386216731628,0.12843570336783683,0.3975496693572713,0.37623468013383166,0.3082456880828084,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Bryozoan_hard_branching,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,28,151,-1.6591891563205,1.307248523380115,NA,-1.2692224367791842,0.2060769925091102,0.5408863482854384,0.34615252045298683,0.5892258154600204,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Tunicate_ascidian_stalked_solitary,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,12,167,0.047997760667616005,0.07459028839567872,NA,0.6434853879770853,0.5199091931269973,0.2325279717878119,0.07022441136729352,0.6887433416296391,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Tunicate_ascidian_stalked_solitary,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,12,167,NA,NA,4.789601358933862e-5,2.1669776729075384e-5,0.5104900168793095,0.2235503960781808,0.07389107691444063,0.6125880202551713,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Tunicate_ascidian_stalked_solitary,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,12,167,0.04650275903670477,0.08031693454526381,NA,0.5789907109875744,0.5633490689442884,0.2687674773103288,0.04331742774435632,0.8450236034164326,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Tunicate_ascidian_stalked_solitary,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,12,167,-3.963548313670171,5.891247291398904,NA,-0.6727859343906455,0.5010834874262404,0.2480809261352606,0.08041856840775585,0.552949034173596,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Tunicate_ascidian_stalked_solitary,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,12,167,NA,NA,0.7393978122283714,104.85042676916602,0.39524849812021334,0.24232866311755905,0.08053613146838923,0.47429819774425597,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Tunicate_ascidian_stalked_solitary,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,12,167,-4.9479021033588495,7.73805131815712,NA,-0.6394248241477459,0.5233915753836479,0.28658063145340323,0.05191766985516977,0.6280698904603774,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
Coral_octocoral_massivesoft,depth_m,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,38,141,0.013985624758982311,0.034915090823619134,NA,0.40056103046197455,0.6887433416296391,0.34220943706433843,0.27043419099848864,0.6887433416296391,BH_within_binomial_linear_with_dive_random_intercept_depth_m_frame_occurrence
Coral_octocoral_massivesoft,depth_m,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,38,141,NA,NA,2.013757177288426,516.6384082475076,0.013198930657027264,0.3867516206169381,0.319779944828392,0.15838716788432716,BH_within_binomial_gam_with_dive_random_intercept_depth_m_frame_occurrence
Coral_octocoral_massivesoft,depth_m,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,38,141,-0.0021296913477101046,0.029039015437493883,NA,-0.07333896537553894,0.9416215040469156,0.3495403463971146,0.14972006542419036,0.9736509297213023,BH_within_quasibinomial_linear_with_dive_random_intercept_depth_m_valid_point_cover
Coral_octocoral_massivesoft,temperature,frame_occurrence,binomial_linear_with_dive_random_intercept,within_dive,179,7,38,141,-8.201776361317972,4.759833022995967,NA,-1.72312270655149,0.08486633742358342,0.38054243248522235,0.3060838653528196,0.3394653496943337,BH_within_binomial_linear_with_dive_random_intercept_temperature_frame_occurrence
Coral_octocoral_massivesoft,temperature,frame_occurrence,binomial_gam_with_dive_random_intercept,within_dive,179,7,38,141,NA,NA,0.7780021120539151,5812.925249959598,0.08307738394818909,0.3774155985793464,0.30568313396825697,0.24923215184456726,BH_within_binomial_gam_with_dive_random_intercept_temperature_frame_occurrence
Coral_octocoral_massivesoft,temperature,valid_point_cover,quasibinomial_linear_with_dive_random_intercept,within_dive,179,7,38,141,-3.5574476309479026,4.032485884237301,NA,-0.8821971689606433,0.37889941810767946,0.3808706847653215,0.13857407937977406,0.5892258154600204,BH_within_quasibinomial_linear_with_dive_random_intercept_temperature_valid_point_cover
